,,,,,,,,,10日,5日,10日,,,,,
最新价,今日涨跌,代码,,名称,,板块,5日涨跌,,10日涨跌,主力净占比,主力净占比,,,,,
f2,f3,f12,f13,f14,f62,f100,f109,f124,f160,f165,f175,f184,f225,f263,f264,f265
31.5,1.42,600702,1,舍得酒业,1171126,酿酒行业,3.01,1592552379,5.21,-0.54,-0.45,0.4,1386,1407,1047,BK0477
13.24,0,300250,0,初灵信息,199115,电子信息,3.84,1592551863,1.46,1.87,-0.12,0.4,1387,699,944,BK0447
13.35,0.38,600372,1,中航电子,233163,航天航空,-0.15,1592552379,0.98,-4.25,-5.17,0.39,1388,2721,3066,BK0480
16.37,-0.18,603992,1,松霖科技,60698,金属制品,-2.03,1592552397,0.49,-5.38,-0.88,0.39,1389,3033,1211,BK0739
5.39,-0.55,600466,1,蓝光发展,776806,房地产,5.89,1592552403,3.85,8.8,2.21,0.37,1390,78,371,BK0451
9.81,-0.41,2618,0,丹邦科技,359307,电子元件,1.03,1592551863,-7.45,-4.21,-7.79,0.37,1391,2707,3611,BK0459
35.21,0.66,2230,0,科大讯飞,3886900,软件服务,1.18,1592551863,5.8,-2.97,0.55,0.36,1392,2333,732,BK0737
20.89,1.61,300119,0,瑞普生物,532611,医药制造,22.88,1592551863,17.96,3.07,0.95,0.36,1393,459,617,BK0465
4.99,0.6,600292,1,远达环保,44602,环保工程,2.89,1592552381,0.2,10.51,1.02,0.36,1394,50,598,BK0728
13.71,-0.8,2817,0,黄山胶囊,122428,医药制造,0.59,1592551863,1.86,-2.82,-2.53,0.36,1395,2279,2024,BK0465
2.61,-0.76,838,0,财信发展,35085,房地产,1.16,1592551863,0.38,-3.56,-1.73,0.35,1396,2530,1629,BK0451
8.73,1.63,2252,0,上海莱士,1972950,医药制造,3.93,1592551863,5.18,-4.7,-3.77,0.33,1397,2865,2589,BK0465
5.13,0.39,2448,0,中原内配,118008,汽车行业,-1.35,1592551863,-10.63,-4.34,-6.98,0.33,1398,2754,3487,BK0481
2.91,-0.68,812,0,陕西金叶,51193,包装材料,0.69,1592551863,-0.68,0.83,-6.45,0.33,1399,949,3404,BK0733
9.98,-0.3,600377,1,宁沪高速,127369,高速公路,-0.8,1592552379,0.6,-2.16,-3.68,0.33,1400,2031,2551,BK0421
10.41,1.07,603577,1,汇金通,169203,输配电气,2.26,1592552401,-5.79,-2.2,-5.58,0.32,1401,2044,3200,BK0457
2.98,0,2342,0,巨力索具,44733,金属制品,1.36,1592551863,0.68,-2.29,-2.93,0.32,1402,2076,2209,BK0739
12.37,1.73,2805,0,丰元股份,174339,化工行业,3.08,1592551863,3.69,-0.56,-0.85,0.31,1403,1415,1194,BK0538
25.15,2.03,2957,0,科瑞技术,230503,专用设备,3.07,1592551863,3.33,0.39,-0.44,0.31,1404,1079,1044,BK0910
3.36,-0.59,2314,0,南山控股,204951,房地产,7.01,1592551863,1.2,4.98,0.78,0.3,1405,241,664,BK0451
7.21,-0.14,2763,0,汇洁股份,28873,纺织服装,1.41,1592551863,-0.83,0.55,-2.63,0.3,1406,1029,2068,BK0436
6.96,-0.43,2053,0,云南能投,48385,化工行业,-2.93,1592551863,1.02,-4.37,-2.33,0.29,1407,2760,1930,BK0538
51.5,7.74,600315,1,上海家化,2037512,化工行业,24.67,1592552391,26.41,2.1,2.41,0.28,1408,641,336,BK0538
35.39,6.28,2242,0,九阳股份,678012,家电行业,11.85,1592551863,4.27,1.17,-2.86,0.28,1409,850,2178,BK0456
11.15,-0.89,300314,0,戴维医疗,106906,医疗行业,2.76,1592551863,5.19,-1.48,-1.37,0.28,1410,1757,1440,BK0727
48.01,0.76,2007,0,华兰生物,3965605,医药制造,16.33,1592551863,16.73,1.9,0.48,0.27,1411,689,746,BK0465
6.51,-1.21,603518,1,锦泓集团,44116,纺织服装,0.62,1592552397,-0.46,-1.1,1.11,0.27,1412,1615,569,BK0436
8.52,-0.7,961,0,中南建设,742733,房地产,3.4,1592551863,4.67,3.97,5.07,0.26,1413,328,113,BK0451
15.88,3.79,603919,1,金徽酒,593389,酿酒行业,11.67,1592552377,10.74,-0.53,-1.26,0.25,1414,1403,1382,BK0477
22.5,0.9,818,0,航锦科技,641070,化工行业,1.72,1592551863,-3.76,-4.92,-8.8,0.25,1415,2923,3737,BK0538
71.52,1.49,600009,1,上海机场,1852413,民航机场,-4.64,1592552394,-3.72,-4.67,-3.08,0.25,1416,2852,2271,BK0420
29.39,1.24,300755,0,华致酒行,675127,酿酒行业,-12.35,1592551863,-6.37,-6.85,-4.07,0.24,1417,3344,2695,BK0477
16.02,1.2,2048,0,宁波华翔,600197,汽车行业,1.71,1592551863,-0.56,-2.2,-4.63,0.23,1418,2042,2900,BK0481
15.13,3.28,2745,0,木林森,929076,电子元件,17.11,1592551863,19.42,1.89,0.44,0.22,1419,691,754,BK0459
21,1.74,2675,0,东诚药业,432897,医药制造,2.49,1592551863,6.54,-2.54,-1.98,0.2,1420,2188,1753,BK0465
13.33,0.53,603339,1,四方科技,41533,机械行业,-0.52,1592552388,-5.86,-10.19,-8.14,0.2,1421,3719,3673,BK0545
4.02,1.77,2701,0,奥瑞金,145698,金属制品,3.34,1592551863,3.08,1.92,-6.09,0.19,1422,684,3320,BK0739
41.62,-0.9,600593,1,大连圣亚,48162,旅游酒店,1.29,1592552400,0.19,3.88,5.65,0.18,1423,340,86,BK0485
1.82,-5.21,2447,0,*ST晨鑫,196929,软件服务,1.68,1592551863,16.67,-6.91,-7.52,0.17,1424,3355,3568,BK0737
53.01,0.02,2913,0,奥士康,195888,电子元件,-2.77,1592551863,-8.56,-4.8,-7.33,0.17,1425,2891,3548,BK0459
2.56,0.79,601618,1,中国中冶,169726,工程建设,1.99,1592552377,0.39,3.28,1.17,0.15,1427,430,554,BK0425
11.75,0.17,503,0,国新健康,145559,电子信息,2.53,1592551863,5.57,-1.69,-0.64,0.15,1428,1844,1118,BK0447
10.29,-1.15,14,0,沙河股份,83419,房地产,7.3,1592551863,12.21,1.39,0.17,0.15,1429,800,829,BK0451
25.93,1.29,600694,1,大商股份,101450,商业百货,4.22,1592552400,4.98,-1.12,-1.88,0.15,1430,1621,1713,BK0482
13.34,0.98,600933,1,爱柯迪,78555,汽车行业,-1.62,1592552383,10.98,0,5.46,0.14,1431,1204,96,BK0481
33.23,0,300684,0,中石科技,186296,材料行业,4.1,1592551863,4.53,1.26,-0.47,0.14,1432,836,1054,BK0537
16.52,9.99,2425,0,凯撒文化,6197424,文化传媒,61.17,1592551863,146.57,1.1,2.04,0.13,1433,870,401,BK0486
11.23,0,156,0,华数传媒,192151,文化传媒,5.84,1592551863,2.65,4.15,0.65,0.13,1434,303,698,BK0486
36.08,1.38,603187,1,海容冷链,143521,专用设备,-3.35,1592552385,2.7,-4.39,-1.36,0.12,1435,2767,1435,BK0910
34.17,-0.06,2008,0,大族激光,773645,机械行业,7.96,1592551863,8.03,3.67,1.94,0.1,1436,373,420,BK0545
8.69,0.93,600230,1,沧州大化,49859,化工行业,2.24,1592552404,6.23,-1,-0.7,0.1,1437,1578,1135,BK0538
14.28,0.28,2657,0,中科金财,74563,软件服务,4.39,1592551863,1.28,-1.73,-2.92,0.1,1438,1863,2205,BK0737
16.2,3.91,600785,1,新华百货,25051,商业百货,4.11,1592552393,3.18,-2.36,-1.41,0.09,1439,2113,1460,BK0482
7.37,5.14,2707,0,众信旅游,257010,旅游酒店,2.08,1592551863,13.38,-2.18,0.23,0.08,1440,2034,809,BK0485
5.26,0.19,2064,0,华峰氨纶,36545,化纤行业,1.54,1592551863,-3.13,6.67,-2.65,0.08,1441,143,2077,BK0471
14.7,-1.28,603385,1,惠达卫浴,65633,装修装饰,2.87,1592552393,-3.29,1.67,-2.9,0.07,1442,735,2195,BK0725
104.78,3.75,300725,0,药石科技,228245,医疗行业,1.29,1592551863,0.27,-2.57,-3.8,0.07,1443,2201,2600,BK0727
9.42,2.61,600857,1,宁波中百,12616,商业百货,-0.95,1592552388,-0.53,-3.46,-4.03,0.07,1444,2495,2681,BK0482
10.68,0.47,582,0,北部湾港,30188,港口水运,6.59,1592551863,11.02,3.35,1.65,0.05,1445,420,465,BK0450
77.78,2.22,300695,0,兆丰股份,28889,汽车行业,6.84,1592551863,6.83,0.6,-1.36,0.05,1446,1016,1436,BK0481
4.39,-0.23,2540,0,亚太科技,8145,有色金属,2.09,1592551863,0.46,1.15,-4.6,0.04,1447,857,2889,BK0478
12.88,0.63,300622,0,博士眼镜,7278,商业百货,-1.53,1592551863,4.29,-4.25,-1.43,0.04,1448,2723,1472,BK0482
122.45,0.56,300526,0,中潜股份,33022,专用设备,-13.04,1592551863,-4.31,-0.74,-0.38,0.04,1449,1464,1025,BK0910
14.35,0.84,600316,1,洪都航空,53493,航天航空,1.2,1592552403,5.67,-3.58,-1.27,0.03,1450,2535,1385,BK0480
5.45,-0.37,300240,0,飞力达,2769,交运物流,0.93,1592551863,-1.62,1.13,-2.18,0.03,1451,864,1862,BK0422
14,0.94,603239,1,浙江仙通,13560,汽车行业,-1.96,1592552381,4.95,-5.61,-3.32,0.02,1452,3103,2384,BK0481
4.6,-1.92,300163,0,先锋新材,5457,材料行业,5.5,1592551863,14.71,5.07,1.7,0.01,1453,235,457,BK0537
9.14,0.11,300276,0,三丰智能,5384,机械行业,2.81,1592551863,-1.93,-6.52,-10.08,0.01,1454,3285,3814,BK0545
2.65,0.38,601188,1,龙江交通,0,高速公路,0,1592552404,-2.57,-11.54,-6.3,0,1455,3792,3369,BK0421
3.13,-0.95,2766,0,*ST索菱,0,通讯行业,-6.01,1592551863,-3.1,-2.7,0.68,0,1456,2246,694,BK0448
2.74,-4.86,687,0,*ST华讯,0,通讯行业,-18.45,1592551863,-28.46,-3.43,-5.03,0,1458,2489,3027,BK0448
2.72,0.74,600423,1,ST柳化,0,化肥行业,-1.81,1592552401,3.03,-8.01,-0.74,0,1460,3517,1152,BK0731
18.38,4.61,300207,0,欣旺达,-249894,输配电气,17.14,1592551863,10.79,3.29,-1.37,-0.01,1511,426,1437,BK0457
4.51,0.67,600787,1,中储股份,-4667,交运物流,0.89,1592552380,-0.22,-0.87,-1.08,-0.01,1512,1513,1311,BK0422
15.03,-0.07,300143,0,盈康生命,-25189,医疗行业,0.47,1592551863,13.26,-3.18,0.09,-0.01,1513,2402,854,BK0727
30.55,0.56,300327,0,中颖电子,-27846,电子元件,3.24,1592551863,-4.62,-2.63,-8.03,-0.01,1514,2223,3654,BK0459
10.75,0,600793,1,宜宾纸业,-3099,造纸印刷,2.28,1592552397,4.27,1.79,0.91,-0.01,1515,709,636,BK0470
4.17,0.72,510,0,新金路,-12269,化工行业,2.46,1592551863,2.21,0.03,-1.14,-0.03,1516,1193,1333,BK0538
9.27,0,600674,1,川投能源,-16715,电力行业,1.98,1592552389,3.81,5.1,0.88,-0.03,1517,231,641,BK0428
7.08,-0.14,600841,1,上柴股份,-2142,机械行业,1,1592552383,-4.58,-5.47,-13.65,-0.04,1519,3064,3921,BK0545
7.37,0.41,2731,0,萃华珠宝,-17271,珠宝首饰,-2.25,1592551863,-3.15,-5.6,-3.19,-0.05,1520,3096,2334,BK0734
39.5,0,300753,0,爱朋医疗,-78143,医疗行业,-1.08,1592551863,13.44,-3.9,0.96,-0.05,1521,2631,616,BK0727
7.73,-0.77,603167,1,渤海轮渡,-12892,港口水运,-4.45,1592552376,-4.33,-3.02,-0.76,-0.05,1522,2349,1163,BK0450
7.66,0.52,826,0,启迪环境,-43192,环保工程,2.27,1592551863,-1.79,-4.65,-6.7,-0.06,1523,2845,3443,BK0728
40,-0.17,603297,1,永新光学,-33674,仪器仪表,1.65,1592552401,0.15,0.92,-0.55,-0.06,1524,927,1084,BK0458
10.45,1.85,600803,1,新奥股份,-42960,化工行业,-0.48,1592552397,1.06,-3.95,0.84,-0.07,1525,2644,646,BK0538
3.39,-0.29,600241,1,*ST时万,-3623,国际贸易,0.89,1592552397,-0.59,9.11,-3.31,-0.07,1526,71,2381,BK0484
7.23,0.14,300218,0,安利股份,-5919,化工行业,2.99,1592551863,1.83,11.29,4.86,-0.08,1527,39,128,BK0538
4.98,-0.4,2478,0,常宝股份,-36844,钢铁行业,-0.99,1592551863,2.47,4.19,2.16,-0.09,1528,301,381,BK0479
15.59,1.17,300691,0,联合光电,-36397,电子元件,3.93,1592551863,-4.65,-0.97,-5.23,-0.09,1529,1565,3093,BK0459
6.55,-1.65,601999,1,出版传媒,-48680,文化传媒,7.03,1592552392,7.55,1.8,-0.87,-0.1,1530,707,1202,BK0486
8.38,0.96,600775,1,南京熊猫,-83770,通讯行业,1.82,1592552401,1.09,-2.46,-2.59,-0.11,1531,2158,2046,BK0448
43.87,0.6,688081,1,兴图新科,-37297,通讯行业,3.03,1592552391,-13.23,-3.3,-9.18,-0.11,1532,2436,3768,BK0448
6.94,-0.29,300364,0,中文在线,-1030419,文化传媒,10.16,1592551863,33.98,-4.82,-1.69,-0.14,1533,2894,1604,BK0486
20.07,1.52,300627,0,华测导航,-160726,电子信息,-6.87,1592551863,2.87,-11.11,-5.58,-0.14,1534,3776,3199,BK0447
18.11,-0.39,603308,1,应流股份,-137972,专用设备,5.97,1592552376,3.19,3.83,-1.37,-0.15,1535,344,1439,BK0910
7.25,0.14,600917,1,XD重庆燃,-25603,公用事业,1.4,1592552380,0.83,-7.69,-7.28,-0.15,1536,3478,3534,BK0427
14.63,0.48,300581,0,晨曦航空,-25839,航天航空,0.76,1592551863,-1.81,-1.6,-2.24,-0.15,1537,1813,1884,BK0480
3.7,1.37,300375,0,鹏翎股份,-131686,汽车行业,-1.6,1592551863,-15.14,-12.26,-9.33,-0.16,1538,3833,3776,BK0481
3.86,0.52,600310,1,桂东电力,-22076,电力行业,1.05,1592552387,2.12,-8.73,-3.61,-0.16,1539,3594,2518,BK0428
55.76,1.23,300666,0,江丰电子,-654212,材料行业,3.18,1592551863,-3.71,-2.29,-5.09,-0.17,1540,2075,3040,BK0537
9.77,0.31,600768,1,宁波富邦,-49394,有色金属,-0.41,1592552382,-4.68,-5.42,-2.27,-0.17,1541,3049,1899,BK0478
7.7,-0.39,2969,0,嘉美包装,-30571,包装材料,0.79,1592551863,-3.75,1.81,-3.84,-0.18,1542,705,2616,BK0733
16.97,-0.99,603380,1,易德龙,-62390,电子元件,2.23,1592552392,1.68,-1.17,-0.94,-0.18,1543,1637,1243,BK0459
5.13,1.58,603828,1,柯利达,-94751,装修装饰,5.99,1592552380,3.43,-1.29,1.62,-0.19,1544,1681,468,BK0725
3.52,0.86,680,0,山推股份,-64018,机械行业,2.92,1592551863,1.44,-0.8,-4.75,-0.19,1545,1483,2940,BK0545
39.97,0.48,300552,0,万集科技,-229614,软件服务,6.62,1592551863,8.64,-0.43,-0.95,-0.19,1546,1373,1246,BK0737
3.94,0.51,601916,1,浙商银行,-492260,银行,1.03,1592552383,0,-6.2,-6.61,-0.2,1547,3229,3430,BK0475
7.84,-0.51,300263,0,隆华科技,-294644,机械行业,1.42,1592551863,-3.45,-3.41,-6.31,-0.2,1548,2478,3370,BK0545
13.29,0.23,603045,1,福达合金,-87825,材料行业,5.64,1592552383,3.5,-1.81,-3.06,-0.2,1549,1893,2260,BK0537
22.09,0.82,300001,0,特锐德,-490588,输配电气,0.45,1592551863,7.13,-3.69,2.31,-0.21,1550,2568,355,BK0457
12.01,0.42,300589,0,江龙船艇,-71706,船舶制造,5.07,1592551863,1.61,2.49,-2.02,-0.21,1551,563,1775,BK0729
10.15,0.69,590,0,启迪古汉,-50604,医药制造,0.79,1592551863,5.29,2.1,4.93,-0.21,1552,643,124,BK0465
25.7,1.26,603212,1,赛伍技术,-297973,塑胶制品,-3.17,1592552391,2.55,-5.41,-3.08,-0.22,1554,3045,2273,BK0454
19.63,-1.41,2923,0,润都股份,-182850,医药制造,0.72,1592551863,11.34,-1.72,0.67,-0.22,1555,1860,696,BK0465
5.55,2.02,300004,0,南风股份,-30791,机械行业,0,1592551863,1.09,-12.98,-7.62,-0.22,1556,3855,3582,BK0545
27.73,0.04,688218,1,江苏北人,-60670,专用设备,3.16,1592552389,-5.36,-0.65,-5.07,-0.23,1557,1440,3036,BK0910
2.74,-0.36,2255,0,*ST海陆,-66435,机械行业,-0.72,1592551863,-4.86,-0.44,-2.41,-0.24,1558,1376,1955,BK0545
17.03,-0.7,2785,0,万里石,-154878,水泥建材,10.8,1592551863,6.7,-4.42,-5.05,-0.24,1559,2780,3032,BK0424
13.17,1.31,300582,0,英飞特,-96333,电子元件,9.11,1592551863,15.02,-0.31,1.16,-0.24,1560,1344,559,BK0459
33.88,0.71,300741,0,华宝股份,-187325,食品饮料,7.08,1592551863,6.47,3.8,1.06,-0.24,1561,348,585,BK0438
8.51,2.04,603667,1,五洲新春,-191159,机械行业,4.55,1592552397,5.45,-0.61,-2.44,-0.25,1562,1430,1966,BK0545
130.81,1.34,601888,1,中国国旅,-4317456,旅游酒店,9.14,1592552385,22.93,3.75,4.7,-0.26,1563,355,136,BK0485
52.8,1.32,2920,0,德赛西威,-551034,汽车行业,-3.03,1592551863,3.77,-2,0.71,-0.27,1564,1960,685,BK0481
17.04,-0.29,2157,0,正邦科技,-2668160,农牧饲渔,10.87,1592551863,7.1,3.14,-0.59,-0.28,1565,445,1095,BK0433
3.98,-0.5,600039,1,四川路桥,-131341,工程建设,-0.5,1592552397,-2.21,-4.19,-1.58,-0.28,1566,2701,1552,BK0425
61.37,1.86,2968,0,新大正,-164582,房地产,5.54,1592551863,5.18,-1.69,-2.17,-0.28,1567,1845,1857,BK0451
3.87,1.84,300198,0,纳川股份,-233262,水泥建材,-0.51,1592551863,0.26,-12.38,-5.56,-0.29,1568,3836,3189,BK0424
3.27,-0.91,603157,1,拉夏贝尔,-55989,纺织服装,-13.03,1592552385,-13.72,-3.3,-2.12,-0.29,1569,2433,1827,BK0436
3.66,1.95,2517,0,恺英网络,-813232,电子信息,7.33,1592551863,6.09,-2.27,-2.7,-0.3,1570,2067,2100,BK0447
4.51,2.5,2765,0,蓝黛传动,-110308,机械行业,5.62,1592551863,4.16,-3.57,-3.99,-0.3,1571,2532,2667,BK0545
5.38,3.26,600889,1,南京化纤,-92652,化纤行业,-3.58,1592552395,-3.58,-2.68,-2.68,-0.3,1572,2234,2090,BK0471
6.67,2.14,600909,1,华安证券,-1751868,券商信托,-4.58,1592552385,-7.75,-12.4,-10.52,-0.31,1573,3838,3844,BK0473
35,1.83,2507,0,涪陵榨菜,-1248996,食品饮料,5.26,1592551863,3.73,2.85,-2.49,-0.31,1574,501,1996,BK0438
35.58,-1.36,2705,0,新宝股份,-403414,家电行业,11.05,1592551863,6.08,5.64,1.29,-0.31,1575,192,533,BK0456
3.8,0,600724,1,宁波富达,-41980,水泥建材,-1.3,1592552401,-1.81,-5.66,-4.3,-0.32,1576,3116,2784,BK0424
13.05,0.15,300605,0,恒锋信息,-72207,软件服务,1.71,1592551863,1.01,-3.47,-4.88,-0.32,1577,2498,2983,BK0737
89.91,0.92,688258,1,卓易信息,-350470,软件服务,-5.26,1592552381,-8.96,-5.21,-3.82,-0.32,1578,2988,2607,BK0737
52.91,1.34,603538,1,美诺华,-1723738,医药制造,-8.35,1592552381,3.3,-7.97,-5.29,-0.34,1579,3510,3113,BK0465
47.2,-0.82,603283,1,赛腾股份,-805535,专用设备,2.19,1592552381,4.8,0.92,1.25,-0.34,1580,925,538,BK0910
170,1.41,300598,0,诚迈科技,-2177425,软件服务,-10.47,1592551863,-7.76,-11.82,-4.38,-0.34,1581,3804,2815,BK0737
5.56,-0.18,609,0,中迪投资,-191640,房地产,-5.28,1592551863,-5.44,-9.02,-2.61,-0.35,1582,3619,2050,BK0451
4.46,0.22,2361,0,神剑股份,-115946,材料行业,0.45,1592551863,-4.5,-11.56,-11.27,-0.35,1583,3794,3877,BK0537
14.55,0.55,600371,1,万向德农,-382511,农牧饲渔,-0.61,1592552388,-0.14,-4.41,-3.02,-0.35,1584,2773,2249,BK0433
6.57,0.77,601139,1,XD深圳燃,-138999,公用事业,1.55,1592552389,-1.94,-3.09,-5.78,-0.35,1585,2373,3257,BK0427
6.13,0.66,600015,1,XD华夏银,-655875,银行,1.49,1592552376,-0.16,3.29,-2.43,-0.37,1586,427,1962,BK0475
12.71,-1.47,923,0,河钢资源,-149223,有色金属,0.24,1592551863,0.08,-1.58,-1.53,-0.37,1587,1799,1529,BK0478
23.4,0.04,300805,0,电声股份,-204256,文化传媒,0.21,1592551863,-3.58,-4.8,-2.89,-0.37,1588,2890,2191,BK0486
23.47,-0.47,2889,0,东方嘉盛,-65997,交运物流,1.21,1592551863,-0.3,-1.75,-2.46,-0.37,1589,1870,1984,BK0422
5.16,0.58,603779,1,ST威龙,-14269,酿酒行业,-0.58,1592552392,1.38,-5.16,-3.88,-0.37,1590,2973,2630,BK0477
453.9,1.48,603444,1,吉比特,-1575184,软件服务,5.8,1592552389,13.49,-0.12,2.52,-0.38,1591,1281,322,BK0737
6.68,3.25,300324,0,旋极信息,-824171,软件服务,-2.2,1592551863,6.88,-6.71,-3.4,-0.39,1592,3319,2408,BK0737
24.5,3.64,2695,0,煌上煌,-1191139,食品饮料,3.95,1592551863,3.55,-3.52,-3.45,-0.39,1593,2517,2434,BK0438
15.56,-0.83,300645,0,正元智慧,-55698,软件服务,-4.48,1592551863,4.22,-7.88,-2.64,-0.39,1594,3499,2076,BK0737
4.37,0.92,758,0,中色股份,-383304,有色金属,1.16,1592551863,-0.68,-0.78,-4.67,-0.4,1595,1478,2910,BK0478
7.73,-0.26,300382,0,斯莱克,-243161,机械行业,5.46,1592551863,3.76,1.02,0.8,-0.41,1596,888,659,BK0545
46.3,4.7,300015,0,爱尔眼科,-6006230,医药制造,10.34,1592551863,14.32,-3.11,-2.02,-0.42,1597,2375,1773,BK0465
7.42,-0.8,2112,0,三变科技,-273233,输配电气,9.44,1592551863,9.6,-0.46,-0.89,-0.42,1598,1384,1216,BK0457
8.91,-0.34,2614,0,奥佳华,-156392,家电行业,-1.66,1592551863,-0.78,-5.5,-5.23,-0.42,1599,3071,3092,BK0456
59.73,1.13,688398,1,赛特新材,-271780,材料行业,5.75,1592552395,-0.02,-1.48,-3.64,-0.42,1600,1760,2530,BK0537
11.36,0.44,603159,1,上海亚虹,-49481,专用设备,0.71,1592552385,1.52,-2.26,-2.21,-0.42,1601,2064,1871,BK0910
61.53,3.07,603707,1,健友股份,-1445063,医药制造,-1.71,1592552387,0.87,-4.86,-3.01,-0.43,1602,2907,2246,BK0465
22.73,-0.66,2597,0,金禾实业,-419092,化工行业,2.11,1592551863,2.48,0.31,0.55,-0.43,1603,1102,734,BK0538
2.3,0.44,601518,1,吉林高速,-39737,高速公路,-8,1592552376,-5.74,-3.74,-3.46,-0.43,1604,2584,2443,BK0421
179.88,0.49,300785,0,值得买,-706803,电子信息,2.8,1592551863,-1.03,0.07,-3.08,-0.43,1605,1179,2278,BK0447
23.53,0.9,300253,0,卫宁健康,-2415624,软件服务,4.16,1592551863,6.81,-0.65,1.08,-0.44,1606,1436,581,BK0737
41.66,1.41,2271,0,东方雨虹,-3021214,水泥建材,1.36,1592551863,9.8,-1.37,2.05,-0.45,1607,1712,398,BK0424
94.4,1.57,2847,0,盐津铺子,-805468,食品饮料,2.28,1592551863,0.17,0.05,-1.54,-0.46,1608,1185,1535,BK0438
4.61,0.44,600478,1,科力远,-583089,材料行业,10.29,1592552401,5.73,1.7,-2.47,-0.47,1609,729,1986,BK0537
3.84,0,300084,0,海默科技,-112374,专用设备,4.35,1592551863,-0.52,-3.71,-7.32,-0.47,1610,2576,3544,BK0910
48.18,0.9,300212,0,易华录,-1161660,软件服务,-0.33,1592551863,0.71,-3.65,-1.81,-0.47,1611,2553,1666,BK0737
25.27,0.16,2757,0,南兴股份,-411705,机械行业,5.73,1592551863,2.43,2.92,-0.15,-0.48,1612,493,950,BK0545
42.11,0.5,938,0,紫光股份,-5116483,电子信息,9.07,1592551863,6.12,-2.62,-3.32,-0.49,1613,2218,2383,BK0447
2.74,3.4,600275,1,ST昌鱼,-147039,农牧饲渔,17.6,1592552379,25.69,-0.08,1.99,-0.49,1614,1260,411,BK0433
16.67,-0.42,2643,0,万润股份,-1387347,化工行业,9.74,1592551863,3.54,5.56,0.41,-0.51,1615,201,763,BK0538
180.8,0.44,300454,0,深信服,-1429304,软件服务,4.63,1592551863,1.29,2.8,1.57,-0.52,1616,513,478,BK0737
14.69,0.96,600195,1,中牧股份,-1076569,农药兽药,1.8,1592552379,3.6,-0.72,-2.03,-0.53,1617,1454,1779,BK0730
27.46,1.07,603858,1,步长制药,-1810940,医药制造,9.93,1592552400,7.22,0.37,-3.5,-0.53,1618,1083,2457,BK0465
2.64,0,422,0,ST宜化,-38529,化肥行业,-2.94,1592551863,-2.22,-16.97,1.45,-0.54,1619,3911,497,BK0731
118.97,2.3,688202,1,美迪西,-504989,医药制造,1.24,1592552379,-1.41,-5.22,-4.57,-0.54,1620,2990,2881,BK0465
25,0.4,2963,0,豪尔赛,-88788,工程建设,0.6,1592551863,-2.34,-0.53,-3.98,-0.54,1621,1406,2663,BK0425
65.14,-1.48,300413,0,芒果超媒,-3624146,文化传媒,15.52,1592551863,21.69,1.43,2.66,-0.55,1622,787,303,BK0486
50.71,1.12,688139,1,海尔生物,-1133769,医疗行业,17.52,1592552377,14.94,-3.75,-4.6,-0.55,1623,2592,2890,BK0727
93.75,1.08,300482,0,万孚生物,-2388330,医药制造,5.12,1592551863,9.88,-1.92,-3.48,-0.56,1624,1931,2449,BK0465
5.54,0.36,584,0,哈工智能,-134538,机械行业,-1.07,1592551863,-6.73,-11.67,-7.9,-0.56,1625,3798,3631,BK0545
5.18,0,600429,1,三元股份,-99740,食品饮料,0.19,1592552389,-2.45,-1.2,-2.26,-0.56,1626,1649,1894,BK0438
62.66,2,300474,0,景嘉微,-1088889,航天航空,2.1,1592551863,-2.4,-2.12,-5.19,-0.56,1627,2013,3077,BK0480
53,1.28,2690,0,美亚光电,-800265,专用设备,10.3,1592551863,13.51,1.07,0.94,-0.56,1628,879,623,BK0910
12.19,0.16,2830,0,名雕股份,-38912,装修装饰,3.13,1592551863,2.01,1.53,1.05,-0.56,1629,765,588,BK0725
24.6,5.44,2635,0,安洁科技,-10609950,电子元件,12.43,1592551863,8.42,0.89,-1.44,-0.58,1630,934,1474,BK0459
13.67,0.07,300424,0,航新科技,-106275,航天航空,0.51,1592551863,-3.46,-4.19,-3.79,-0.59,1631,2702,2596,BK0480
6.05,-0.17,6,0,深振业Ａ,-1918423,房地产,18.16,1592551863,23.47,0.97,1.39,-0.6,1632,899,507,BK0451
9.43,0.53,600176,1,中国巨石,-1670812,玻璃陶瓷,-1.05,1592552376,6.55,-3.52,5.31,-0.6,1633,2515,100,BK0546
18.88,-2.33,300499,0,高澜股份,-1107999,专用设备,11.58,1592551863,14.35,2.09,1.43,-0.6,1634,645,500,BK0910
14.19,1.07,600167,1,XD联美控,-416581,电力行业,-1.18,1592552397,-2.21,-2.03,-1.78,-0.6,1635,1969,1655,BK0428
5.51,0.73,600098,1,广州发展,-72925,电力行业,0.55,1592552392,-1.96,0.72,-1.72,-0.6,1636,976,1624,BK0428
16.25,0.12,603586,1,金麒麟,-60689,汽车行业,0.49,1592552383,2.14,-1.28,-1.16,-0.6,1637,1679,1341,BK0481
58.2,1.41,799,0,酒鬼酒,-5633224,酿酒行业,12.94,1592551863,15.29,-0.44,-2.86,-0.62,1638,1375,2175,BK0477
23.75,-2.5,2881,0,美格智能,-525168,电子元件,2.99,1592551863,-0.54,6.33,1.33,-0.62,1639,155,520,BK0459
5.04,0.8,601158,1,重庆水务,-83230,公用事业,1,1592552403,-0.79,-4.82,-9.01,-0.62,1640,2898,3753,BK0427
